Date,Value,Min,Max,Variation,Volume,Action,index
2026-02-06,477.90,440.00,478.10,0.93,70,SRM,
2026-02-06,202.95,200.00,204.00,1.47,32499,COSUMAR,
2026-02-06,1985.00,1985.00,2000.00,-1.68,1586,Sonasid,
2026-02-06,376.00,360.00,376.00,1.65,62614,CMGP Group,
2026-02-06,880.00,878.00,880.00,-0.56,39,DISWAY,
2026-02-06,1235.00,1235.00,1235.00,0.00,90,Oulmes,
2026-02-06,225.00,225.00,225.00,0.00,30,BALIMA,
2026-02-06,85.00,81.00,85.00,4.29,6653,Colorado,
2026-02-06,50.10,49.70,52.50,1.11,16570,Ennakl,
2026-02-06,1444.00,1444.00,1444.00,0.00,170,PROMOPHARM,
2026-02-06,324.00,318.00,326.95,0.61,660,Disty Technolog,
2026-02-06,400.00,390.00,400.00,0.86,11699,CIH,
2026-02-06,165.00,165.00,165.00,0.00,210,Unimer,
2026-02-06,31.00,30.80,31.49,-0.51,805,Cartier Saada,
2026-02-06,4099.00,4099.00,4110.00,-0.02,191,Afriquia Gaz,
2026-02-06,731.00,715.10,731.00,0.98,169923,Attijariwafa,
2026-02-06,810.00,790.00,810.00,1.25,126,Microdata,
2026-02-06,244.85,240.00,247.90,2.02,27565,Mutandis,
2026-02-06,330.50,330.50,339.00,0.09,1580,Afric Indus,
2026-02-06,4900.00,4850.00,4900.00,1.03,1190,Wafa Assur,
2026-02-06,29.90,28.40,30.00,0.34,422158,Addoha,
2026-02-06,1380.00,1380.00,1380.00,3.29,702,EQDOM,
2026-02-06,1775.00,1775.00,1780.00,1.08,70,Aluminium Maroc,
2026-02-06,467.95,467.95,467.95,3.41,150,M2M Group,
2026-02-06,4326.00,4326.00,4326.00,0.00,20,Auto Nejma,
2026-02-06,1119.00,1080.00,1140.00,2.66,25463,Akdital,
2026-02-06,290.00,285.00,298.00,-1.69,34195,Cash Plus,
2026-02-06,440.00,437.00,446.70,0.00,741,Aradei Capital,
2026-02-06,270.00,264.00,276.50,0.00,117876,BCP,
2026-02-06,1730.00,1730.00,1799.00,-1.70,75,SOTHEMA,
2026-02-06,2100.00,1980.00,2220.00,-2.87,4546,CMT,
2026-02-06,209.00,200.00,209.00,4.50,54304,BOA,
2026-02-06,344.95,320.00,345.00,-0.73,2970,Lesieur Cristal,
2026-02-06,2095.00,2095.00,2095.00,0.00,14,Sanlam Maroc,
2026-02-09,335.00,335.00,335.50,1.36,940,Afric Indus,
2026-02-09,209.90,203.75,211.00,0.43,3138,BOA,
2026-02-09,2280.00,2200.00,2308.00,8.57,1695,CMT,
2026-02-09,579.80,579.80,579.80,4.28,200,S2M,
2026-02-09,1792.00,1763.00,1830.00,-0.39,3174,LafargeHolcim,
2026-02-09,378.95,367.00,379.00,0.78,1526,CMGP Group,
2026-02-09,1226.00,1226.00,1226.00,0.00,5,AFMA,
2026-02-09,152.00,150.30,157.00,-1.94,11371,Res.Dar Saada,
2026-02-09,1235.00,1235.00,1235.00,0.00,20,Oulmes,
2026-02-09,1100.00,1100.00,1140.00,-1.70,5380,Akdital,
2026-02-09,727.00,720.00,731.00,-0.55,3787,Attijariwafa,
2026-02-09,2193.00,2130.00,2195.00,-0.72,12,Ste Boissons,
2026-02-09,810.00,800.00,810.00,0.00,16,Microdata,
2026-02-09,393.00,391.10,399.45,-1.75,2422,CIH,
2026-02-09,90.26,90.00,91.75,0.06,175,Auto Hall,
2026-02-09,4099.00,4071.00,4099.00,0.00,3,Afriquia Gaz,
2026-02-09,300.00,290.00,300.00,3.45,12713,Cash Plus,
2026-02-09,827.00,816.00,832.00,-0.96,9098,SGTM,
2026-02-09,140.90,137.00,141.00,4.37,553,ATLANTASANAD,
2026-02-09,4326.00,4326.00,4326.00,0.00,20,Auto Nejma,
2026-02-09,1439.00,1439.00,1439.00,-0.35,50,PROMOPHARM,
2026-02-09,485.00,485.00,500.00,-2.61,2554,Alliances,
2026-02-09,550.00,550.00,550.00,0.00,630,SALAFIN,
2026-02-09,4300.00,4300.00,4300.00,0.00,100,Dari Couspate,
2026-02-09,220.00,220.00,229.00,-3.51,3025,STROC Indus,
2026-02-09,472.00,451.00,472.00,3.06,655,SNEP,
2026-02-09,203.00,202.00,204.85,0.02,756,COSUMAR,
2026-02-09,1991.00,1991.00,2029.00,0.30,120,Sonasid,
2026-02-09,84.94,83.20,85.70,-0.07,1495,Colorado,
2026-02-09,340.00,340.00,340.50,-1.43,310,Lesieur Cristal,
2026-02-09,30.15,30.06,30.80,0.84,76776,Addoha,
2026-02-09,2117.00,2055.00,2117.00,1.05,12,Sanlam Maroc,
2026-02-09,69.00,68.50,70.90,1.47,5366,Delta Holding,
2026-02-09,50.90,50.00,51.49,1.60,5071,Ennakl,
2026-02-09,628.00,628.00,628.00,-0.16,15,BMCI,
2026-02-09,883.00,883.00,919.00,-2.00,8139,SODEP,
2026-02-09,101.00,101.00,101.00,-5.61,60,Rebab Company,
2026-02-09,855.00,853.00,889.00,-2.84,510,CTM,
2026-02-09,830.00,826.10,839.80,-0.52,3257,TGCC,
2026-02-09,6401.00,6401.00,6401.00,-1.52,1,Agma,
2026-02-09,275.00,275.00,276.00,1.85,495,BCP,
2026-02-09,1805.00,1732.00,1818.00,4.34,38,SOTHEMA,
2026-02-09,1753.00,1720.00,1764.00,0.92,2155,Ciments Maroc,
2026-02-09,467.95,467.95,467.95,0.00,150,M2M Group,
2026-02-09,4900.00,4900.00,4900.00,0.00,1,Wafa Assur,
2026-02-09,31.67,31.51,32.79,2.16,1579,Cartier Saada,
2026-02-09,68.44,68.44,68.44,3.70,10,IBMaroc,
2026-02-09,91.06,91.00,91.77,-0.48,4484,Immr Invest,
2026-02-09,165.00,165.00,165.00,0.00,210,Unimer,
2026-02-09,176.50,170.00,176.50,0.00,428,INVOLYS,
2026-02-09,260.00,248.00,263.00,6.19,13592,Mutandis,
2026-02-09,477.90,440.00,478.10,0.00,70,SRM,
2026-02-09,2009.00,1955.00,2009.00,3.29,3690,TAQA Morocco,
2026-02-09,5583.00,5460.00,5700.00,5.34,780,SMI,
2026-02-09,1380.00,1380.00,1380.00,0.00,702,EQDOM,
2026-02-09,884.00,880.00,884.00,0.45,825,DISWAY,
2026-02-09,390.00,376.00,395.00,5.41,3819,Risma,
2026-02-09,2522.00,2522.00,2627.00,-3.00,486,Jet Contractors,
2026-02-09,1604.00,1603.00,1643.00,0.38,131,Total Maroc,
2026-02-09,380.00,362.30,383.95,-1.04,875,FENIE BROSSETTE,
2026-02-09,1059.00,1040.00,1060.00,1.83,330,CDM,
2026-02-09,440.00,440.00,445.00,0.00,290,Aradei Capital,
2026-02-09,330.00,324.00,330.00,1.85,834,Disty Technolog,
2026-02-09,225.00,225.00,225.00,0.00,30,BALIMA,
2026-02-09,234.75,230.00,235.50,2.07,708,CFG Bank,
2026-02-09,4278.00,4212.00,4289.00,-0.05,181,LABEL VIE,
2026-02-09,1797.00,1755.00,1797.00,1.24,120,Aluminium Maroc,
2026-02-09,234.00,234.00,234.00,-4.88,27,Zellidja,
2026-02-10,440.00,440.00,444.90,0.00,647,Aradei Capital,
2026-02-10,180.00,175.00,180.00,1.98,212,INVOLYS,
2026-02-10,477.85,469.00,477.85,1.24,22,SNEP,
2026-02-10,1604.00,1604.00,1643.00,0.00,61,Total Maroc,
2026-02-10,1090.00,1090.00,1119.00,-0.91,17625,Akdital,
2026-02-10,31.50,31.50,32.50,-0.54,2068,Cartier Saada,
2026-02-10,330.00,325.00,334.00,0.00,169,Disty Technolog,
2026-02-10,258.00,253.00,261.95,-0.77,3169,Mutandis,
2026-02-10,450.00,450.00,469.50,-3.84,320,M2M Group,
2026-02-10,91.00,91.00,91.75,0.82,103,Auto Hall,
2026-02-10,2120.00,2120.00,2120.00,-3.33,2,Ste Boissons,
2026-02-10,4099.00,4099.00,4099.00,0.00,188,Afriquia Gaz,
2026-02-10,818.00,808.00,824.50,-1.09,32279,SGTM,
2026-02-10,4290.00,4290.00,4290.00,0.28,12,LABEL VIE,
2026-02-10,6500.00,6500.00,6500.00,1.55,2,Agma,
2026-02-10,203.00,200.00,204.85,0.00,10752,COSUMAR,
2026-02-10,51.67,50.12,51.77,1.51,3159,Ennakl,
2026-02-10,1235.00,1235.00,1235.00,0.00,20,Oulmes,
2026-02-10,209.00,207.00,209.80,-0.43,16005,BOA,
2026-02-10,340.00,340.00,340.00,0.00,30,Lesieur Cristal,
2026-02-10,5449.00,5301.00,5599.00,-2.40,1012,SMI,
2026-02-10,582.90,582.90,582.90,5.98,970,SALAFIN,
2026-02-10,101.00,101.00,101.00,0.00,100,Rebab Company,
2026-02-10,225.00,225.00,225.00,0.00,30,BALIMA,
2026-02-10,2380.00,2220.00,2390.00,4.39,9736,CMT,
2026-02-10,1070.00,1040.00,1070.00,1.04,3050,CDM,
2026-02-10,275.35,271.00,278.90,0.13,10818,BCP,
2026-02-10,1439.00,1439.00,1439.00,0.00,50,PROMOPHARM,
2026-02-10,84.00,83.21,84.98,-1.11,853,Colorado,
2026-02-10,1737.00,1737.00,1799.00,-3.77,453,SOTHEMA,
2026-02-10,69.00,69.00,70.30,0.00,100875,Delta Holding,
2026-02-10,2584.00,2525.00,2615.00,2.46,5728,Jet Contractors,
2026-02-10,550.00,545.00,551.00,-5.14,1210,S2M,
2026-02-10,4300.00,4300.00,4300.00,0.00,100,Dari Couspate,
2026-02-10,152.20,149.50,153.00,0.13,9215,Res.Dar Saada,
2026-02-10,219.95,216.55,220.50,-0.02,664,STROC Indus,
2026-02-10,1795.00,1795.00,1795.00,-0.11,160,Aluminium Maroc,
2026-02-10,30.00,30.00,30.66,-0.50,48036,Addoha,
2026-02-10,820.00,820.00,833.00,-1.20,8708,TGCC,
2026-02-10,486.90,480.00,490.00,0.39,9371,Alliances,
2026-02-10,850.00,850.00,880.00,-0.58,3020,CTM,
2026-02-10,1783.00,1783.00,1804.00,-0.50,5151,LafargeHolcim,
2026-02-10,889.00,883.00,900.00,0.68,16221,SODEP,
2026-02-10,2020.00,1991.00,2030.00,1.46,963,Sonasid,
2026-02-10,836.00,836.00,883.90,-5.43,144,DISWAY,
2026-02-10,628.00,628.00,628.00,0.00,15,BMCI,
2026-02-10,378.00,370.00,378.50,-0.25,3007,CMGP Group,
2026-02-10,475.30,445.20,475.30,-0.54,15,SRM,
2026-02-10,2000.00,1960.00,2026.00,-0.45,6830,TAQA Morocco,
2026-02-10,2117.00,2055.00,2117.00,0.00,12,Sanlam Maroc,
2026-02-10,4326.00,4326.00,4326.00,0.00,20,Auto Nejma,
2026-02-10,230.00,230.00,234.45,-2.02,17987,CFG Bank,
2026-02-10,339.00,333.00,339.00,1.19,1370,Afric Indus,
2026-02-10,91.50,91.02,91.78,0.48,735,Immr Invest,
2026-02-10,1226.00,1226.00,1226.00,0.00,5,AFMA,
2026-02-10,65.00,65.00,66.00,-5.03,6960,IBMaroc,
2026-02-10,141.90,139.10,141.90,0.71,48921,ATLANTASANAD,
2026-02-10,400.00,386.25,400.00,1.78,3912,CIH,
2026-02-10,4989.00,4989.00,4989.00,1.82,2,Wafa Assur,
2026-02-10,245.00,245.00,245.00,4.70,4,Zellidja,
2026-02-10,1380.00,1380.00,1380.00,0.00,702,EQDOM,
2026-02-10,810.00,800.00,810.00,0.00,16,Microdata,
2026-02-10,1754.00,1750.00,1765.00,0.06,340,Ciments Maroc,
2026-02-10,294.45,288.05,298.00,-1.85,2912,Cash Plus,
2026-02-10,375.90,375.90,380.00,-1.08,82,FENIE BROSSETTE,
2026-02-10,727.00,720.00,729.00,0.00,27034,Attijariwafa,
2026-02-10,164.00,164.00,164.00,-0.61,300,Unimer,
2026-02-10,351.05,351.05,351.05,-9.99,54476,Risma,
2026-02-11,69.50,69.00,70.65,0.72,2355,Delta Holding,
2026-02-11,4295.00,4295.00,4295.00,0.12,2,LABEL VIE,
2026-02-11,730.00,721.00,733.00,0.41,15190,Attijariwafa,
2026-02-11,6410.00,6410.00,6410.00,-1.38,11,Agma,
2026-02-11,1099.00,1030.00,1099.00,2.71,77900,CDM,
2026-02-11,348.70,330.10,349.90,-0.67,199661,Risma,
2026-02-11,225.00,225.00,225.00,0.00,30,BALIMA,
2026-02-11,368.05,368.05,376.00,-2.09,63,FENIE BROSSETTE,
2026-02-11,149.00,148.00,152.50,-2.10,47679,Res.Dar Saada,
2026-02-11,231.50,229.00,231.50,0.65,25668,CFG Bank,
2026-02-11,1380.00,1380.00,1380.00,0.00,702,EQDOM,
2026-02-11,602.00,602.00,611.00,-4.14,85,BMCI,
2026-02-11,880.00,880.00,885.00,5.26,112,DISWAY,
2026-02-11,171.10,167.10,172.00,-4.94,470,INVOLYS,
2026-02-11,91.50,91.10,91.79,0.00,658,Immr Invest,
2026-02-11,32.00,31.01,32.20,1.59,86,Cartier Saada,
2026-02-11,4950.00,4950.00,5048.00,-0.78,251,Wafa Assur,
2026-02-11,876.00,850.00,877.00,3.06,1760,CTM,
2026-02-11,2199.00,2080.00,2199.00,3.73,2025,Ste Boissons,
2026-02-11,450.00,450.00,469.50,0.00,320,M2M Group,
2026-02-11,469.00,445.10,470.00,-1.33,70,SRM,
2026-02-11,1750.00,1749.00,1753.00,-0.23,8527,Ciments Maroc,
2026-02-11,1794.00,1786.00,1794.00,-0.06,150,Aluminium Maroc,
2026-02-11,1798.00,1798.00,1799.00,3.51,5,SOTHEMA,
2026-02-11,275.00,271.20,277.00,-0.13,14495,BCP,
2026-02-11,821.00,819.00,830.00,0.12,31092,TGCC,
2026-02-11,1971.00,1971.00,2059.00,-1.45,7130,TAQA Morocco,
2026-02-11,325.00,320.00,330.00,-1.52,622,Disty Technolog,
2026-02-11,5695.00,5440.00,5779.00,4.51,522,SMI,
2026-02-11,897.00,891.00,900.00,0.90,2073,SODEP,
2026-02-11,65.02,65.00,66.00,0.03,1360,IBMaroc,
2026-02-11,105.00,105.00,105.00,3.96,100,Rebab Company,
2026-02-11,30.26,30.02,30.29,0.87,15979,Addoha,
2026-02-11,2599.00,2525.00,2618.00,0.58,323,Jet Contractors,
2026-02-11,399.90,390.00,400.00,-0.03,400,CIH,
2026-02-11,2617.00,2450.00,2617.00,9.96,4622,CMT,
2026-02-11,4099.00,4099.00,4099.00,0.00,188,Afriquia Gaz,
2026-02-11,203.00,200.30,203.10,0.00,23435,COSUMAR,
2026-02-11,580.00,580.00,580.00,-0.50,10,SALAFIN,
2026-02-11,220.00,216.00,220.00,0.02,546,STROC Indus,
2026-02-11,4300.00,4300.00,4300.00,0.00,100,Dari Couspate,
2026-02-11,4326.00,4326.00,4326.00,0.00,20,Auto Nejma,
2026-02-11,1990.00,1990.00,2020.00,-1.49,251,Sonasid,
2026-02-11,140.50,139.75,141.90,-0.99,932,ATLANTASANAD,
2026-02-11,1235.00,1235.00,1235.00,0.00,20,Oulmes,
2026-02-11,1439.00,1439.00,1439.00,0.00,50,PROMOPHARM,
2026-02-11,84.00,84.00,85.00,0.00,475,Colorado,
2026-02-11,1245.00,1245.00,1245.00,1.55,2,AFMA,
2026-02-11,820.00,810.00,820.00,0.24,7372,SGTM,
2026-02-11,93.34,93.00,93.99,2.57,32,Auto Hall,
2026-02-11,1088.00,1088.00,1100.00,-0.18,10465,Akdital,
2026-02-11,810.00,800.00,810.00,0.00,16,Microdata,
2026-02-11,291.00,287.10,295.00,-1.17,48770,Cash Plus,
2026-02-11,380.00,370.00,380.00,0.53,2730,CMGP Group,
2026-02-11,492.00,484.50,494.50,1.05,5964,Alliances,
2026-02-11,255.00,253.00,260.00,-1.16,5758,Mutandis,
2026-02-11,579.00,550.00,579.00,5.27,650,S2M,
2026-02-11,338.00,338.00,340.00,-0.29,1060,Afric Indus,
2026-02-11,208.00,205.00,209.00,-0.48,759,BOA,
2026-02-11,244.95,244.95,244.95,-0.02,3,Zellidja,
2026-02-11,343.00,343.00,343.00,0.88,70,Lesieur Cristal,
2026-02-11,2145.00,2080.00,2145.00,1.32,2003,Sanlam Maroc,
2026-02-11,478.00,469.10,479.55,0.03,79,SNEP,
2026-02-11,1640.00,1575.00,1640.00,2.24,65,Total Maroc,
2026-02-11,164.00,164.00,164.00,0.00,300,Unimer,
2026-02-11,51.00,50.00,51.50,-1.30,4701,Ennakl,
2026-02-11,444.00,441.00,444.90,0.91,11127,Aradei Capital,
2026-02-11,1785.00,1784.00,1800.00,0.11,5498,LafargeHolcim,
2026-02-12,4950.00,4950.00,4950.00,0.00,150,Wafa Assur,
2026-02-12,1435.00,1435.00,1435.00,-0.28,100,PROMOPHARM,
2026-02-12,1620.00,1608.00,1637.00,-1.22,1858,Total Maroc,
2026-02-12,483.70,469.10,483.70,1.19,161,SNEP,
2026-02-12,92.99,90.20,92.99,-0.37,174,Auto Hall,
2026-02-12,1790.00,1790.00,1790.00,-0.22,10,Aluminium Maroc,
2026-02-12,625.00,625.00,628.00,3.82,2036,BMCI,
2026-02-12,884.00,866.00,885.00,0.45,73,DISWAY,
2026-02-12,809.00,809.00,809.00,-0.12,1200,Microdata,
2026-02-12,1245.00,1245.00,1245.00,0.00,1,AFMA,
2026-02-12,141.00,139.50,141.90,0.36,22743,ATLANTASANAD,
2026-02-12,2020.00,1992.00,2096.00,1.51,137,Sonasid,
2026-02-12,6500.00,6500.00,6500.00,1.40,36,Agma,
2026-02-12,451.50,451.20,451.50,0.33,640,M2M Group,
2026-02-12,387.00,360.00,390.00,5.15,1025,FENIE BROSSETTE,
2026-02-12,231.00,227.10,231.50,-0.22,8017,CFG Bank,
2026-02-12,275.00,270.00,279.80,0.00,92855,BCP,
2026-02-12,580.00,580.00,580.00,0.00,10,SALAFIN,
2026-02-12,5800.00,5680.00,5903.00,1.84,1444,SMI,
2026-02-12,2285.00,2080.00,2285.00,6.53,99,Sanlam Maroc,
2026-02-12,1980.00,1980.00,2045.00,0.46,82090,TAQA Morocco,
2026-02-12,498.50,490.00,499.00,1.32,15031,Alliances,
2026-02-12,2878.00,2630.00,2878.00,9.97,6019,CMT,
2026-02-12,4300.00,4200.00,4300.00,0.12,1162,LABEL VIE,
2026-02-12,245.00,245.00,245.00,0.02,45,Zellidja,
2026-02-12,225.00,225.00,225.00,0.00,30,BALIMA,
2026-02-12,1788.00,1730.00,1788.00,2.17,6422,Ciments Maroc,
2026-02-12,160.00,160.00,160.00,-2.44,250,Unimer,
2026-02-12,845.00,810.50,845.00,3.05,23890,SGTM,
2026-02-12,750.00,730.00,750.00,2.74,56933,Attijariwafa,
2026-02-12,4300.00,4300.00,4300.00,0.00,2300,Dari Couspate,
2026-02-12,70.00,69.00,70.00,0.72,202281,Delta Holding,
2026-02-12,226.00,218.00,226.00,2.73,485,STROC Indus,
2026-02-12,360.00,350.05,360.00,3.24,75123,Risma,
2026-02-12,257.50,255.00,258.00,0.98,31344,Mutandis,
2026-02-12,328.90,320.00,333.80,1.20,213,Disty Technolog,
2026-02-12,30.40,30.20,30.60,0.46,95877,Addoha,
2026-02-12,4326.00,4326.00,4326.00,0.00,20,Auto Nejma,
2026-02-12,295.00,285.00,295.00,1.37,21250,Cash Plus,
2026-02-12,2650.00,2531.00,2659.00,1.96,6028,Jet Contractors,
2026-02-12,400.00,395.00,400.00,0.03,5643,CIH,
2026-02-12,1149.00,1100.00,1200.00,4.55,65230,CDM,
2026-02-12,4170.00,4071.00,4170.00,1.73,206,Afriquia Gaz,
2026-02-12,443.95,443.95,444.90,-0.01,350,Aradei Capital,
2026-02-12,1785.00,1780.00,1802.00,0.00,10794,LafargeHolcim,
2026-02-12,337.00,331.50,338.00,-0.30,3010,Afric Indus,
2026-02-12,50.80,50.05,51.30,-0.39,3541,Ennakl,
2026-02-12,575.00,575.00,575.00,-0.69,50,S2M,
2026-02-12,387.90,371.20,387.90,2.08,30541,CMGP Group,
2026-02-12,89.50,85.00,90.00,6.55,22517,Colorado,
2026-02-12,203.00,201.00,203.90,0.00,19843,COSUMAR,
2026-02-12,150.30,150.00,154.00,0.87,16181,Res.Dar Saada,
2026-02-12,465.00,450.00,465.00,-0.85,82,SRM,
2026-02-12,180.00,175.00,181.75,5.20,415,INVOLYS,
2026-02-12,1235.00,1235.00,1235.00,0.00,20,Oulmes,
2026-02-12,32.20,31.60,32.20,0.63,39,Cartier Saada,
2026-02-12,91.77,91.50,91.77,0.30,1052,Immr Invest,
2026-02-12,2199.00,2080.00,2199.00,0.00,2025,Ste Boissons,
2026-02-12,869.90,850.00,870.00,-0.70,580,CTM,
2026-02-12,66.00,65.02,66.00,1.51,1400,IBMaroc,
2026-02-12,909.00,897.00,909.00,1.34,27641,SODEP,
2026-02-12,1790.00,1750.00,1799.00,-0.44,2812,SOTHEMA,
2026-02-12,1107.00,1091.00,1130.00,1.75,28560,Akdital,
2026-02-12,355.00,355.00,355.00,3.50,240,Lesieur Cristal,
2026-02-12,846.00,825.00,846.00,3.05,15438,TGCC,
2026-02-12,1400.00,1400.00,1400.00,1.45,1357,EQDOM,
2026-02-12,106.00,106.00,106.00,0.95,20,Rebab Company,
2026-02-12,212.00,206.00,214.00,1.92,16548,BOA,
2026-02-13,295.00,288.00,295.00,0.00,3455,Cash Plus,
2026-02-13,245.00,245.00,245.00,0.00,16,Zellidja,
2026-02-13,4326.00,4326.00,4326.00,0.00,20,Auto Nejma,
2026-02-13,1245.00,1245.00,1245.00,0.00,1,AFMA,
2026-02-13,4300.00,4300.00,4300.00,0.00,2300,Dari Couspate,
2026-02-13,217.00,216.10,222.00,-3.98,1748,STROC Indus,
2026-02-13,90.00,88.01,90.00,0.56,12418,Colorado,
2026-02-13,1400.00,1400.00,1400.00,0.00,1357,EQDOM,
2026-02-13,1100.00,1100.00,1120.00,-0.63,34200,Akdital,
2026-02-13,800.00,800.00,810.00,-1.11,331,Microdata,
2026-02-13,91.00,91.00,93.99,-2.14,286,Auto Hall,
2026-02-13,850.00,826.00,850.00,0.59,43753,SGTM,
2026-02-13,515.00,507.00,523.60,3.31,110953,Alliances,
2026-02-13,2600.00,2600.00,2680.00,-1.89,1469,Jet Contractors,
2026-02-13,2070.00,2069.00,2076.00,2.48,1080,Sonasid,
2026-02-13,91.80,91.05,91.80,0.03,4349,Immr Invest,
2026-02-13,1794.00,1794.00,1794.00,0.22,30,Aluminium Maroc,
2026-02-13,407.90,396.00,407.90,1.97,15326,CIH,
2026-02-13,874.00,856.00,874.00,0.47,550,CTM,
2026-02-13,164.00,164.00,164.00,2.50,520,Unimer,
2026-02-13,1758.00,1750.00,1786.00,-1.68,10465,Ciments Maroc,
2026-02-13,845.00,838.00,865.00,-0.12,28889,TGCC,
2026-02-13,233.00,230.00,235.00,0.87,69894,CFG Bank,
2026-02-13,1950.00,1950.00,2020.00,-1.52,22490,TAQA Morocco,
2026-02-13,68.75,68.75,68.99,4.17,60,IBMaroc,
2026-02-13,385.00,375.00,388.00,-0.75,44235,CMGP Group,
2026-02-13,464.00,440.10,464.85,-0.22,44,SRM,
2026-02-13,4980.00,4980.00,4980.00,0.61,929,Wafa Assur,
2026-02-13,151.05,151.05,156.85,0.50,119966,Res.Dar Saada,
2026-02-13,750.00,740.30,755.00,0.00,112958,Attijariwafa,
2026-02-13,384.00,380.00,386.80,-0.78,120,FENIE BROSSETTE,
2026-02-13,359.95,355.00,362.00,-0.01,46312,Risma,
2026-02-13,28.20,28.20,30.00,-7.24,1208056,Addoha,
2026-02-13,635.00,620.00,635.00,1.60,662,BMCI,
2026-02-13,340.00,338.00,340.00,0.89,850,Afric Indus,
2026-02-13,1785.00,1785.00,1799.00,0.00,16151,LafargeHolcim,
2026-02-13,2270.00,2130.00,2270.00,-0.66,11,Sanlam Maroc,
2026-02-13,900.00,900.00,915.00,-0.99,49283,SODEP,
2026-02-13,1435.00,1435.00,1435.00,0.00,220,PROMOPHARM,
2026-02-13,179.00,171.50,179.40,-0.56,155,INVOLYS,
2026-02-13,50.20,50.05,51.36,-1.18,2466,Ennakl,
2026-02-13,885.00,885.00,887.00,0.11,85,DISWAY,
2026-02-13,340.00,340.00,355.00,-4.23,32910,Lesieur Cristal,
2026-02-13,482.00,470.00,483.90,-0.35,13373,SNEP,
2026-02-13,441.00,441.00,444.00,-0.66,3808,Aradei Capital,
2026-02-13,106.00,106.00,106.00,0.00,30,Rebab Company,
2026-02-13,1235.00,1235.00,1235.00,0.00,20,Oulmes,
2026-02-13,4130.00,4075.00,4170.00,-0.96,2071,Afriquia Gaz,
2026-02-13,4195.00,4195.00,4299.00,-2.44,1063,LABEL VIE,
2026-02-13,1634.00,1620.00,1636.00,0.86,937,Total Maroc,
2026-02-13,591.00,591.00,591.00,1.90,3000,SALAFIN,
2026-02-13,1740.00,1740.00,1798.00,-2.79,653,SOTHEMA,
2026-02-13,6855.00,6855.00,6855.00,5.46,21,Agma,
2026-02-13,328.00,318.30,330.00,-0.27,616,Disty Technolog,
2026-02-13,5849.00,5504.00,5900.00,0.84,2154,SMI,
2026-02-13,200.00,200.00,203.85,-1.48,36512,COSUMAR,
2026-02-13,3060.00,2750.00,3140.00,6.32,29633,CMT,
2026-02-13,260.00,257.00,261.00,0.97,46417,Mutandis,
2026-02-13,580.00,580.00,580.00,0.87,600,S2M,
2026-02-13,139.90,139.90,141.00,-0.78,7509,ATLANTASANAD,
2026-02-13,32.29,31.20,32.40,0.28,782,Cartier Saada,
2026-02-13,225.00,225.00,225.00,0.00,30,BALIMA,
2026-02-13,68.96,68.96,70.72,-1.49,45295,Delta Holding,
2026-02-13,271.10,271.10,277.00,-1.42,24229,BCP,
2026-02-13,212.00,209.00,213.00,0.00,37576,BOA,
2026-02-13,1110.00,1108.00,1140.00,-3.39,98920,CDM,
2026-02-13,2198.00,2108.00,2198.00,-0.05,9,Ste Boissons,
2026-02-13,451.00,450.10,451.00,-0.11,410,M2M Group,
2026-02-16,350.20,350.00,357.00,-2.71,63644,Risma,
2026-02-16,4190.00,4105.00,4200.00,-0.12,2413,LABEL VIE,
2026-02-16,375.00,375.00,385.95,-2.34,404,FENIE BROSSETTE,
2026-02-16,4950.00,4950.00,4950.00,-0.60,269,Wafa Assur,
2026-02-16,925.00,902.00,925.00,2.78,27504,SODEP,
2026-02-16,326.95,316.00,327.95,-0.32,269,Disty Technolog,
2026-02-16,274.00,272.00,278.95,1.07,99660,BCP,
2026-02-16,260.00,259.00,264.90,0.00,7978,Mutandis,
2026-02-16,5775.00,5657.00,5831.00,-1.27,472,SMI,
2026-02-16,156.45,152.30,158.00,3.57,37640,Res.Dar Saada,
2026-02-16,1435.00,1435.00,1435.00,0.00,220,PROMOPHARM,
2026-02-16,471.00,464.00,479.90,1.51,172,SRM,
2026-02-16,91.80,91.50,91.80,0.00,3130,Immr Invest,
2026-02-16,140.80,139.70,141.00,0.64,2344,ATLANTASANAD,
2026-02-16,408.00,396.25,408.00,0.02,15973,CIH,
2026-02-16,30.00,29.80,30.80,6.38,1778187,Addoha,
2026-02-16,31.22,31.10,32.43,-3.31,5593,Cartier Saada,
2026-02-16,755.00,740.30,755.00,0.67,72012,Attijariwafa,
2026-02-16,874.00,850.00,875.00,0.00,460,CTM,
2026-02-16,451.00,450.10,451.00,0.00,410,M2M Group,
2026-02-16,164.00,164.00,164.00,0.00,520,Unimer,
2026-02-16,1798.00,1754.00,1798.00,2.28,11809,Ciments Maroc,
2026-02-16,1790.00,1790.00,1790.00,-0.22,220,Aluminium Maroc,
2026-02-16,237.90,230.00,237.90,2.10,2390,CFG Bank,
2026-02-16,854.00,846.00,859.00,1.07,20830,TGCC,
2026-02-16,1799.00,1799.00,1799.00,3.39,3,SOTHEMA,
2026-02-16,2198.00,2108.00,2198.00,0.00,9,Ste Boissons,
2026-02-16,2002.00,1955.00,2024.00,2.67,10120,TAQA Morocco,
2026-02-16,68.70,68.69,68.74,-0.07,240,IBMaroc,
2026-02-16,102.00,102.00,102.00,-3.77,60,Rebab Company,
